text,sentiment
"#BenCarson gets ? about ""waterboarding"". Really Ms. Kelly? The man is brilliant and made his own moments. Be a great president! #GOPDebate",Positive
RT @brittparker88: Trump is a joke. I hate that people are supporting him. #gopdebate,Negative
"RT @Sarhan_: So, @Tedcruz remarks about #Sisi in #GOPDebate will make the front page of every newspaper in #Egypt: https://t.co/5H5PRwi7jU",Neutral
#GOPDebate I really like Dr. Ben Carson but I am not sure he really has what it takes to handle the foreign policy,Negative
RT @LadySandersfarm: Any of the ppl in the #GOPDebate could do better than this. Democrats are killing this country. Dems' #WarOnWomen http…,Negative
Whose #GOPDebate tweets did I LOL at most? @JayHovdey's. #horselaughs,Neutral
RT @AndrewCryer1: I think that @BernieSanders won the #GOPDebate with #DebateWithBernie. Who ever thought of that idea deserves a golden st…,Negative
"Big losers of the #GOPDebate; #JebBush, #ChrisChristie, #TheDonald. They all did terrible! #Cruz and #Paul were great. #Rubio was good.",Neutral
RT @tantan73: Here's the Vine of @BernieSanders dictating his Tweets during #GOPDebate. #DebateWithBernie #FeelTheBern   https://t.co/oejx7…,Neutral
"As Canadian leaders debated, Trump was producing the wildest show in politics http://t.co/MejxXpzG1V #US #USA #USpoli #GOP #GOPdebate",Negative
RT @Ornyadams: FYI I'll be live tweeting Teen Mom 2 on @MTV after this. What a night of great TV! #GOPDebate,Positive
ICYMI: A scorecard breaking down the #GOPDebate via @adamsmithtimes @KirbyWilson88 #watercoolerrecap #jebio http://t.co/TWQfwv60GU,Neutral
"RT @Gdestefano95: #GOPDebate  
TRUMP PROVED HE'S GOT BALLS TO WEILD U.S. POWER!  He'll assemble a killer team &amp; GET IT DONE! 

@realDonaldT…",Positive
@etammykim 5. What questions shld journos ask candidates when it comes to reporting on poverty? #TalkPoverty #GOPDebate,Neutral
"RT @Chris_R0bbins: The #GOPDebate last night got above a 15 rating last night, triple the highest debate in 2011-2012. That may be good new…",Neutral
"RT @PresidentCam: ""Please just leave me out of this"" - God #GOPDebate",Negative
RT @ThePatriot143: Hey Jeb #CommonCore is ALL about dumbing down our children! Who are you trying to FOOL? #GOPDebate,Negative
It's really distracting that the little Fox/Facebook panels aren't all at the same height. #GOPDebate,Negative
"The real winner of the ""kids' table"" #GOPdebate? Dick Cheney http://t.co/zMwOlH7vWe #UnitedBlue #Hillary2016 #MorningJoe",Neutral
"RT @marty_allen: When Fox News knows you're full of shit (Donald Trump), you know you hecked up. #GOPDebate",Negative
Scott Walker &amp; Droopy Dog... definitely related. #GOPDebate http://t.co/HccDkmV1WG,Negative
RT @brendanbiles: we are ready #GOPDebate #Trump2016 http://t.co/qZwlCJCiE2,Neutral
"RT @LiberalMmama: 15 yr old son watching news heard ""Jeb Bush act of love ? during debate"" and asked me ""was that when he gave W. 2000 elec…",Negative
@Marisol_Bello 5. What questions shld journos ask candidates when it comes to reporting on poverty? #TalkPoverty #GOPDebate,Neutral
My take on the #GOPDebate? It was entertaining at least. I still want to learn a lot more about the candidates though http://t.co/I6cYU0nw0k,Neutral
"RT @jjauthor: I was waiting for @megynkelly to ask @realDonaldTrump, ""When did you stop beating your wife?"" #GOPDebate @jgkight  http://t.c…",Negative
@deray The #GOPDebate didn't discuss issues of racism cuz that's what racists do. Their honest answers wouldn't play well w/ most voters.,Neutral
RT @TheBaxterBean: WHY IS IT TAKING SO LONG FOR TED CRUZ TO RENOUNCE HIS CANADIAN CITIZENSHIP? http://t.co/6d6xVAfpf1 #GOPDebate http://t.c…,Negative
"My focus group actually likes Donald Trump as a person and a businessman… But not as a candidate.  #GOPDebate

http://t.co/Gn6vDezXtx",Neutral
"RT @ShannonBream: ""Russian and Chinese govts probably know more about Hillary's email than Congress does.""  - says @GovWalker #GOPdebate",Neutral
RT @SueSwyt: Things I shouldn't want according to #GOPdebate but do: #Obamahugs #teachers #government,Neutral
"RT @FakeLouHoltzKSR: WHO NEEDSH THE LUCK OF THE IRITHSH?! #Holtz2016 #GOPDebate 

@katienolan @kathleenmadigan http://t.co/YJJpYZuUuE",Negative
RT @lesleyabravanel: Stupid! Mexico smart. America stupid. Rosie O' is a pig. If it weren't for Trump I'd be sober now. Pass the tequila. #…,Negative
@notaxation Thank you for your thoughts on the #GOPDebate. How long would you think some of the round 1 candidates will hang around?,Positive
RT @Ben_Herring1017: Saying you're a Cold War vet is like saying you were a player in a really big game that got rained out #GOPDebate,Negative
"Stop the world, I want to get off: http://t.co/zqyseSaT8J #GOPDebate",Negative
Scott walkers security detail at Slymans. #GOPDebate http://t.co/vSvv00RjjS,Neutral
Was going to finish the #GOPDebate on my DVR this AM but then remembered it's early and I haven't had my coffee and I want to keep my soul.,Negative
The fight for the Republican Party #GOPDebate | #GOPDebate | https://t.co/lzi7ErbxZe,Neutral
"I know someone has the finalized amount of time each candidate had to speak, send it to me pls!
#GOPDebate",Negative
• Col Allen West on the 2016 GOP Debate • Greta • 8 5 15 • | #GOPDebate | https://t.co/5J8dQvApmv,Neutral
Interesting #GOPDebate Friday analysis contrast between nat'l chattering class &amp; FL politicos. Far fewer @marcorubio mentions outside of FL.,Neutral
"RT @RonSantoFan: Fox News has made it loud and clear that core Conservatives are not welcomed.

Cruz was snubbed tonight.

Very poor.

#GOP…",Negative
@megynkelly @BretBaier @FoxNewsSunday Ppl say @realDonaldTrump needs specifics. Yet u gave THOSE type questions ONLY to opponents #GOPDebate,Positive
RT @MakeeshaThomas: @peggebeen A leader with integrity is what this country should beg God for. Can we get one upright?!!! @sortaricanrara …,Negative
RT @jjauthor: Obama doesn't negotiate with terrorists - he sets them free and finances them! @realDonaldTrump #GOPDebate,Negative
So much better to follow Twitter last night than the actual #GOPDebate. We'd elect any one of our tweeps over the 18 Republican candidates,Negative
"RT @BlacknBklyn: @TheRoot based on last nights #GOPdebate, not people's mindset. When #BlackLivesMatter was brought up, the answer wasn't d…",Negative
Christie's closing statement destroyed all of my good will towards him. #GOPDebate,Negative
RT @deray: Hillary Clinton is getting a lot of free PR from candidates today at the #GOPDebate.,Neutral
2013: Kasich signed into law a budget where rape crisis centers lose public funding if they counseled rape victims abt abortion. #GOPDebate,Negative
"RT @LegalizeNegroes: ""WE DON'T NEED A PRESIDENT WHO CANT SAY EXTREMIST ISLAMIC TERRORIST!"" 

But you can't call Dylan Roof a ""White Terrori…",Negative
"""Yay money!! No brown people!! Gays bad!! Haha women!! Terrorists 👎!! God 👍!!""  #GOPDebate @GOP",Negative
"RT @comcatholicgrl: ""When the government tries to invade the Church, it's time to resist"" -@RandPaul #GOPDebate",Positive
"At certain (not rare) moments the #GOPDebate seemed for pres elec in middle ages. Seriously, u r welcome to the 21th century, plz come in,",Negative
Fox News Tries to Trip Trump in 1st GOP Debate for 2016 #MegynKelly #DonaldTrump #GOPDebate http://t.co/8yQYzaCdIT,Negative
@SpeakerBoehner You too lie Mr. Speaker that's why we like @realDonaldTrump @RealBenCarson and @CarlyFiorina #GOPDebate,Negative
RT @JoeTheMailman: #GOPdebate ~ OMG !!! Now @megynkelly seeks approval from Liberal quack--&gt; Debbie Wasserman Schultz??? http://t.co/ZjrbnU…,Negative
#GOPDebate OMG my dream ticket would be a #RandPaul / #CarlyFiorina ticket... I don't care which is POTUS and which is Vice.,Positive
"RT @FreedomJames7: Chris Christie Is A Loser.
#GOPDebate",Negative
"RT @ElizabethND04: I wish @CarlyFiorina was putting these dudes, especially Trump and Christie, in their places. #GOPDebate #FoxDebate  htt…",Positive
I have seen far better Political Debates but last night's #GOPDebate Winner was John Kasich who looked Presidential...perception matters!,Positive
"RT @SFriedScientist: Oh shit, guys, while these chumps are all in the same place, quick, build a wall around the #GOPDebate. There can be a…",Negative
Media continues to praise last night's Fox News hit job on specific candidates: http://t.co/qD3LBg4vDF #GOPDebate #tcot,Negative
16% of U.S. homes with TV sets watched last night's #GOPDebate - more than 3x highest-rated debates for 2012 election http://t.co/ele3LMeoxo,Positive
RT @TamraTellsIt: I would think this is what we'd get from left wing MSM #fail #GOPDebate  https://t.co/BJNBMyNPuW,Neutral
#GOPDebate only @realDonaldTrump and @BenCarson2016 got personal stupid questions. Total #gop establishment hitjob. #Trump2016,Negative
"RT @JJPatriot: What a disaster @megynkelly was at the #GOPDebate 

Sad. 

One more reason not to watch @FoxNews",Negative
#Trump2016's healthcare answer actually made some sense. #GOPDebate,Positive
RT @ElizabethND04: Kind of grossed out by Christie using 9/11 to help his cause.  It feels weird &amp; wrong; something about the way he's doin…,Negative
"MK: ""Mr. Simpson, you've stalked and savagely murdered women..""
O.J.: ""Only my ex-wife.""
*audience roars with laughter, applause*
#GOPDebate",Negative
"#Trump must be doing something right to have Lame-Stream Media FOX - Karl Rove - NEWS come out swinging at him. 
#GOPDebate @realDonaldTrump",Positive
"RT @ReformedBroker: Rubio just blamed Dodd-Frank for wiping out banks. He has that chronology disease from Memento, you guys. 

#GOPDebate",Negative
"I was watching a great show about the male psyche &amp; how it created a violent, greedy, cruel society; then I realized it was the #GOPDebate.",Negative
"I'm still for @realDonaldTrump, @JebBush reminds me of Jimmy Carter n a bit like @JohnKerry , which is fine, we just need tuffer #GOPDebate",Positive
RT @megynkelly: .@tedcruz:  Our leaders don’t want to enforce the immigration laws #GOPDebate,Negative
Rainbow wigs on fire. floppy shoes thrown asunder. Never slow to gawk at a car wreck. Unless its a #ClownCarWreck #GOPDebate,Negative
RT @newtgingrich: I am. Today at 1pm ET. http://t.co/0Ml1P6dqQ8 #gopdebate  https://t.co/d3fmROuyYD,Neutral
"RT @ElizabethND04: Amen, @ChrisRBarron. He has not lived up to the promises he made to my state. #GOPDebate #FOXNEWSDEBATE #FoxDebate  http…",Negative
"The only people who care about Saul Alinsky are paranoid conservatives. Does even one liberal care about the ""Alinsky Model""? #GOPDebate",Neutral
"What keeps Reince Priebus up at night!

#GOP #RNC #TRUMP #republicans #foxnews #tcot #GOPDebate http://t.co/1j0csjUmC8",Negative
RT @megynkelly: #KellyFile is LIVE now with reaction to #GOPDebate http://t.co/DLQ6L3aPIF,Neutral
"RT @stephenstephan: Paul, collect more records from terrorists but less from Americans. 4th amendments.  Warrants mean something. #BigHugs …",Negative
"ABC's @WNTonight Ignores 5 p.m. #GOPDebate, @CBSEveningNews Omits @CarlyFiorina's Line on Trump http://t.co/dl5mBjhJuG",Negative
"Christie, Huckabee, Walker get top marks... who didn't score well last night http://t.co/3aFiekciTk #GOPDebate",Positive
"It's obvious he got to #megynkelly - Rupert Murdoch Wants Fox To 'Back Off The #Trump Coverage http://t.co/Ao0zZFzEp1

#Trump2016 #GOPDebate",Negative
"Because Fox News didn't ask Trump any REAL questions, I still don't know if he's as good as people think he is. #GOPDebate #FoxDebate",Negative
".@gov_gilmore @GingerLanier
FOX/GOP Party's Hunger Games- Demagog Food-fighter @CarlyFiorina
#GOPDebate #morningjoe http://t.co/ygMGbAvqut",Negative
"""Can you introduce me as the son of Reagan's Vice President?"" #GOPDebate",Neutral
"RT @lybr3: Stupid cons saying #Trump #GOPDebate comments fuel #WarOnWomen rhetoric. Yeah, b/c libs needed a reason 2 use that baseless accu…",Negative
7 of the Most Ridiculous Things @realDonaldTrump Said During the #GOPDebate http://t.co/J4oP8geAlf,Negative
The #GOPdebate summed up. http://t.co/fkYSDRwzS1,Negative
"Decided to wait for the recaps and analysis of last nights #GOPDebate. Even they leave me both bored, annoyed or disgusted with the GOP.",Negative
Donald trump butt plugs available at http://t.co/MKeScV5BXE #donaldtrump #gopdebate #trump #fucktrump… https://t.co/3yHxS69KAe,Negative
Well after watching the #GOPDebate last night I now know what it's like to be hated in this country. #WarOnWomen,Negative
RT @KennedyNation: #Rubio repeal #DoddFrank. Amen!!! #GOPDebate,Positive
RT @thatgirlmystic: It should be illegal for televised debates that pertain to elections to not be available free to every person in this c…,Neutral
"RT @platypus_shark: Hey, Jeb Bush! You know what prevents abortion? 
All the contraception that Planned Parenthood provides!
#GOPDebate",Negative
"The Ghost of #Reagan #Past
The Ghost of Reagan #Present
The Ghost of Reagan #Future
#GOPDebate",Neutral
Catching up this morning on the #GOPDebate got me like http://t.co/sqMqpnhdh5,Negative
"Frank Luntz: #GOPDebate ""Great News for Ted Cruz"" https://t.co/zQJnCZDLyx via @YouTube",Positive
"Biggest losers in the #GOPDebate were @megynkelly and Chris Wallace. Cynical, arrogant, condescending game-show hosts.",Negative
"RT @FrankLuntz: John Kasich got a louder applause from the Q arena in Cleveland than LeBron James.

#GOPDebate",Positive
#GOPDebate @RealBenCarson made some good points on unity and freedom but needs to elaborate more on how he plans to put it in effect.,Positive
"RT @jr_whitehurst: If one of the candidates would have come out before the #GOPDebate and done the @KingJames pre-game baby powder routine,…",Neutral
"RT @JavaJoeX: @CarlyFiorina won both debates and then tingled on Chris Matthews 

#GOPDebate",Negative
I would've watched the #GOPDebate but sadly football is consuming my soul atm,Neutral
UFCW at protest of Scott Walker at Slymans. #Cleveland #GOPDebate http://t.co/7j0XyBPpMW,Negative
"#GOPDebate  best one I've ever seen.  tactful, informative, little humor",Positive
"Great #GOPDebate but CAN WE TRUST YOU?
On ur website u claim u lost your daughter but you were the stepmom
@CarlyFiorina @FoxNews",Negative
"Bush Attempts To Dodge Common Core In First Debate But Rubio Deftly Hammers Him With Brutal Truth http://t.co/DowgeHdbgl
#GOPdebate",Neutral
"#BlackLivesMatter activists tweeted #KKKorGOP to highlight racistpolitical rhetoric in #GOPDebate
http://t.co/CtizNNaCZG via @rhrealitycheck",Negative
"I'm not normally an instigator, but I couldn't help myself in texting a choice conservative family member re: #GOPDebate.",Neutral
@megynkelly I though you did a great job with the questions at the debate. Trump is an ass &amp; you really shine the light on that! #GOPDebate,Negative
“Marco Rubio consistently gave strong and substantive answers” He Wins Main Event: http://t.co/BDqT6TC8W1 #GOPDebate http://t.co/Guk0MjuPH7,Positive
".@SenTedCruz is brilliant, principled, and fearless. The future of the party. The est. Rove, Priebus @GOP is a statist dinosaur. #GOPDebate",Positive
